iter	Logloss
389	0.5077801837
390	0.5077499722
391	0.5077316761
392	0.507701923
393	0.5076629477
394	0.5076309541
395	0.5075897649
396	0.5075733339
397	0.5075475606
398	0.5075076335
399	0.5074883142
400	0.5074550651
401	0.5074242747
402	0.5073852841
403	0.5073465894
404	0.5073001489
405	0.5072614019
406	0.507242695
407	0.5072157742
408	0.5071852135
409	0.5071503314
410	0.5071147506
411	0.5070760936
412	0.5070539564
413	0.5070312832
414	0.5070116257
415	0.5069748072
416	0.5069273669
417	0.506907987
418	0.5068844586
419	0.5068358425
420	0.5068025373
421	0.5067720716
422	0.5067443566
423	0.5067161634
424	0.5066832639
425	0.5066799644
426	0.5066583932
427	0.5066265
428	0.5066085941
429	0.5065728327
430	0.5065541317
431	0.5065256774
432	0.5065013266
433	0.5064767726
434	0.5064462537
435	0.5064113198
436	0.5063763456
437	0.5063119965
438	0.5062935965
439	0.5062594014
440	0.5062168799
441	0.5061852333
442	0.506159801
443	0.5061326023
444	0.5061039304
445	0.5060504493
446	0.5060170045
447	0.505975711
448	0.505950752
449	0.5059100178
450	0.5058868118
451	0.5058746345
452	0.5058060387
453	0.5057657972
454	0.505723936
455	0.5057001632
456	0.5056678999
457	0.5056436843
458	0.5056266278
459	0.5055869409
460	0.5055553086
461	0.5055390967
462	0.5055024758
463	0.5054626295
464	0.5054389705
465	0.5054116452
466	0.5053693096
467	0.5053244673
468	0.505296207
469	0.5052716865
470	0.5052389649
471	0.5052375011
472	0.5051995167
473	0.5051766298
474	0.5051450013
475	0.5051258877
476	0.505094764
477	0.5050734101
478	0.5050465683
479	0.5050251826
480	0.5050018663
481	0.5049676669
482	0.5049482759
483	0.5049183488
484	0.5048727356
485	0.5048435072
486	0.5048119363
487	0.5047981309
488	0.5047723568
489	0.5047421446
490	0.5047066201
491	0.5046717073
492	0.5046407032
493	0.5046128092
494	0.5045943864
495	0.5045592597
496	0.5045427938
497	0.5045037728
498	0.5044800994
499	0.5044564031
500	0.5044367674
501	0.5044044901
502	0.5043819226
503	0.5043467745
504	0.5043078166
505	0.5042939832
506	0.5042581659
507	0.504228691
508	0.5041984977
509	0.5041683152
510	0.5041376205
511	0.5041170781
512	0.5040923192
513	0.5040542984
514	0.504029403
515	0.5040045789
516	0.5039730269
517	0.5039578275
518	0.5039561617
519	0.5039300337
520	0.5038997061
521	0.5038904194
522	0.5038658599
523	0.5038352352
524	0.5038151845
525	0.5037929263
526	0.5037689014
527	0.5037444089
528	0.5037135049
529	0.5036906586
530	0.5036629182
531	0.5036407606
532	0.5036144802
533	0.5035849646
534	0.503560515
535	0.5035379106
536	0.5035128128
537	0.5034837271
538	0.5034555424
539	0.5034233753
540	0.5033873315
541	0.5033853674
542	0.5033723346
543	0.5033662962
544	0.5033426221
545	0.5033340695
546	0.5033117978
547	0.5032763403
548	0.503216709
549	0.5032012443
550	0.5031736461
551	0.5031482976
552	0.5031125849
553	0.5030680542
554	0.5030289182
555	0.5029872436
556	0.5029499345
557	0.502922346
558	0.502898304
559	0.5028700721
560	0.5028498162
561	0.5028101924
562	0.502782625
563	0.5027508769
564	0.5027235173
565	0.5026773742
566	0.5026485842
567	0.5026255555
568	0.502601816
569	0.5025851239
570	0.5025633746
571	0.502544855
572	0.5025137448
573	0.5024930198
574	0.5024633798
575	0.5024502147
576	0.5024250093
577	0.5023989523
578	0.5023702717
579	0.5023496818
580	0.502325395
581	0.5022932445
582	0.5022401063
583	0.5022121256
584	0.5021920683
585	0.5021687862
586	0.5021380341
587	0.502115452
588	0.5020879454
589	0.5020558766
590	0.5020165028
591	0.5019923896
592	0.5019741295
593	0.5019349099
594	0.5019206574
595	0.501907671
596	0.5018918537
597	0.50186039
598	0.5018360664
599	0.5018089043
600	0.5017925727
601	0.5017718735
602	0.5017569694
603	0.5017396192
604	0.5017020193
605	0.5016850921
606	0.501656998
607	0.5016430204
608	0.5016291646
609	0.501617829
610	0.5015991746
611	0.501583492
612	0.5015818687
613	0.5015612055
614	0.5015415491
615	0.501516667
616	0.5014997405
617	0.5014822773
618	0.501423213
619	0.5014059048
620	0.5013869112
621	0.501364445
622	0.5013461263
623	0.5013174649
624	0.5012874402
625	0.5012529903
626	0.5012341994
627	0.5012147072
628	0.501185527
629	0.5011614552
630	0.5011496648
631	0.5011231485
632	0.5011049067
633	0.5010864379
634	0.501050255
635	0.5010241864
636	0.5010007477
637	0.5009837312
638	0.5009831258
639	0.5009594408
640	0.5009446471
641	0.5009175221
642	0.5008868777
643	0.5008698729
644	0.5008574323
645	0.5008356487
646	0.5008046004
647	0.5007814337
648	0.5007483744
649	0.500725227
650	0.5007207494
651	0.5006957738
652	0.5006636836
653	0.5006349779
654	0.5006147687
655	0.5005822681
656	0.5005572392
657	0.5005559141
658	0.5005323122
659	0.5004840252
660	0.5004596125
661	0.5004284698
662	0.5004207186
663	0.5003965928
664	0.5003833476
665	0.5003672137
666	0.5003398788
667	0.5003147342
668	0.5002896387
669	0.5002552794
670	0.5002259717
671	0.5002062773
672	0.5002033492
673	0.5001851243
674	0.5001652163
675	0.5001567561
676	0.5000857199
677	0.5000697767
678	0.5000671808
679	0.5000492131
680	0.5000242307
681	0.4999972092
682	0.4999637433
683	0.499905799
684	0.4998773689
685	0.4998547855
686	0.4998382868
687	0.4998181554
688	0.4997958592
689	0.4997746775
690	0.4997650947
691	0.4997355153
692	0.4997239785
693	0.499702658
694	0.4996856359
695	0.4996494726
696	0.499614309
697	0.4995976659
698	0.4995742727
699	0.4995482698
700	0.4995243975
701	0.499500074
702	0.4994664093
703	0.4994487937
704	0.4994094963
705	0.4993833922
706	0.4993554476
707	0.4993263874
708	0.4992990139
709	0.4992599283
710	0.4992276419
711	0.4992172843
712	0.4991987086
713	0.4991751753
714	0.4991609096
715	0.4991334863
716	0.4991066897
717	0.4990965842
718	0.4990858679
719	0.4990729123
720	0.4990467783
721	0.4990190141
722	0.4990026895
723	0.4989839055
724	0.4989658065
725	0.4989525457
726	0.4989193888
727	0.4988986514
728	0.4988809373
729	0.4988749009
730	0.4988529356
731	0.4988120176
732	0.4987963753
733	0.4987720934
734	0.498757166
735	0.4987483954
736	0.4987269626
737	0.4987030321
738	0.498684631
739	0.4986632188
740	0.4986524186
741	0.4986304022
742	0.4986072117
743	0.4985864572
744	0.4985665719
745	0.4985565333
746	0.498541586
747	0.4985415921
748	0.4985197747
749	0.4984948146
750	0.4984760331
751	0.4984619587
752	0.4984366069
753	0.4984192299
754	0.4983994787
755	0.4983736553
756	0.498344416
757	0.4983305039
758	0.4982945218
759	0.4982878953
760	0.4982702398
761	0.4982316187
762	0.4982177345
763	0.4981877211
764	0.4981460789
765	0.4981243782
766	0.4981132709
767	0.4980870771
768	0.4980586606
769	0.4980217129
770	0.498013164
771	0.4979748365
772	0.4979486128
773	0.4979357852
774	0.4979213932
775	0.4978976377
776	0.497883622
777	0.4978478075
778	0.497816869
779	0.4978015456
780	0.4977689474
781	0.4977508379
782	0.4977392853
783	0.4977205631
784	0.4976989212
785	0.4976768056
786	0.4976545006
787	0.4976277446
788	0.4976074563
789	0.4975943379
790	0.4975778984
791	0.4975671423
792	0.497547297
793	0.4975222244
794	0.4974988936
795	0.4974722551
796	0.4974597916
797	0.4974251722
798	0.4974133614
799	0.4974007787
800	0.4973705756
801	0.4973479332
802	0.4973282716
803	0.4973027233
804	0.4972844895
805	0.4972762524
806	0.4972426323
807	0.4972156526
808	0.4971885213
809	0.4971743662
810	0.4971453725
811	0.4971298531
812	0.497099893
813	0.4970759161
814	0.4970538153
815	0.4970369778
816	0.4970248065
817	0.4969956919
818	0.496960044
819	0.4969425021
820	0.4969247641
821	0.496903211
822	0.4968736138
823	0.4968602977
824	0.4968413419
825	0.496824
826	0.4968180492
827	0.4967969629
828	0.4967759886
829	0.4967381521
830	0.4967165059
831	0.4966943349
832	0.4966795553
833	0.4966620436
834	0.4966483103
835	0.4966187521
836	0.4965821108
837	0.4965577886
838	0.4965437379
839	0.4965191006
840	0.4964899047
841	0.4964631418
842	0.4964411527
843	0.4964196302
844	0.4963881047
845	0.4963704565
846	0.4963526669
847	0.4963291617
848	0.4963141255
849	0.4963026644
850	0.496290503
851	0.4962699782
852	0.4962467289
853	0.4962301908
854	0.49621539
855	0.4962003964
856	0.4961916331
857	0.4961789162
858	0.4961447651
859	0.4961155379
860	0.4961071948
861	0.4960884472
862	0.4960683489
863	0.4960448883
864	0.4960330077
865	0.4960159434
866	0.4960091756
867	0.495989633
868	0.4959685863
869	0.4959520161
870	0.4959197242
871	0.4958998027
872	0.4958771952
873	0.4958610867
874	0.4958360313
875	0.4958301374
876	0.4958098072
877	0.4958054022
878	0.4957627587
879	0.4957439809
880	0.4957358676
881	0.4957204912
882	0.4956896342
883	0.495674535
884	0.4956553826
885	0.495637337
886	0.4956206378
887	0.4955912305
888	0.4955711842
889	0.4955491057
890	0.4955346435
891	0.4955210541
892	0.4955085786
893	0.4954860252
894	0.4954609718
895	0.4954401799
896	0.4954285553
897	0.4954157171
898	0.4953877871
899	0.4953679869
900	0.4953454375
901	0.4953357832
902	0.4953139762
903	0.495309081
904	0.4952958947
905	0.4952833084
906	0.4952765769
907	0.4952570566
908	0.495240657
909	0.4952293583
910	0.495204507
911	0.4951960415
912	0.4951720355
913	0.4951644887
914	0.4951490544
915	0.4951398253
916	0.4951213286
917	0.495096136
918	0.4950732806
919	0.4950409131
920	0.4950082236
921	0.4949850176
922	0.4949661033
923	0.4949432389
924	0.4949183861
925	0.4948960444
926	0.4948772822
927	0.4948484135
928	0.4948372163
929	0.4948174167
930	0.4947878735
931	0.4947514726
932	0.4947346963
933	0.494718794
934	0.4946920324
935	0.4946890837
936	0.4946716932
937	0.4946518075
938	0.4946215743
939	0.4946028248
940	0.4945843258
941	0.4945754952
942	0.4945581353
943	0.4945451027
944	0.4945439469
945	0.4945317591
946	0.4945141684
947	0.4945074534
948	0.4944943217
949	0.4944858803
950	0.4944699655
951	0.494436014
952	0.4944303295
953	0.4944057078
954	0.4943863597
955	0.4943638662
956	0.4943477009
957	0.4943345516
958	0.4943286135
959	0.49430684
960	0.4942823252
961	0.4942556385
962	0.4942342366
963	0.4942102556
964	0.4942011165
965	0.4941759061
966	0.4941524006
967	0.4941285966
968	0.4941040496
969	0.4940948937
970	0.4940766749
971	0.4940572059
972	0.4940375633
973	0.4940147975
974	0.4940046312
975	0.4939931212
976	0.4939706882
977	0.493960475
978	0.4939416636
979	0.4939412749
980	0.4939230509
981	0.4939051696
982	0.4938837193
983	0.4938675102
984	0.4938394151
985	0.4938136292
986	0.4937935736
987	0.493784229
988	0.4937539033
989	0.4937425205
990	0.4937255766
991	0.4937085923
992	0.4936917712
993	0.4936626608
994	0.4936412121
995	0.4936263113
996	0.4936111397
997	0.4935937916
998	0.4935738061
999	0.4935533917
